Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P000004456,2021-06-21,2022-06-21,Cobertura de colisión,Ford Focus,2015,32908,700,Al día,0,1
P000004457,2022-07-25,2023-07-25,Cobertura amplia,Nissan Sentra,2012,47523,600,Al día,0,0
P000004458,2021-02-13,2022-02-13,Cobertura de colisión,Volkswagen Jetta,2021,29348,600,Al día,1,1
P000004459,2023-01-10,2024-01-10,Cobertura total,Toyota Corolla,2013,40409,700,Al día,1,0
P000004460,2022-08-23,2023-08-23,Cobertura amplia,Nissan Sentra,2014,35876,500,Al día,0,1
P000004461,2024-11-05,2025-11-05,Cobertura de robo,Toyota Corolla,2012,46894,500,Vencido,1,0
P000004462,2024-04-09,2025-04-09,Cobertura de colisión,Chevrolet Cruze,2015,18609,500,Vencido,0,0
P000004463,2022-03-14,2023-03-14,Cobertura de robo,Honda Civic,2019,22014,600,Vencido,0,1
P000004464,2021-08-20,2022-08-20,Cobertura de robo,Toyota Corolla,2015,29089,600,Vencido,0,0
P000004465,2021-09-04,2022-09-04,Responsabilidad civil,Hyundai Elantra,2022,37658,600,Al día,1,0
P000004466,2025-04-21,2026-04-21,Cobertura total,Honda Civic,2015,46417,500,Vencido,1,0
P000004467,2020-02-09,2021-02-08,Cobertura de colisión,Toyota Corolla,2012,30066,700,Vencido,0,0
P000004468,2021-12-24,2022-12-24,Cobertura total,Chevrolet Cruze,2019,12629,600,Al día,1,1
P000004469,2024-09-22,2025-09-22,Cobertura total,Kia Forte,2017,20134,600,Vencido,1,0
P000004470,2025-08-08,2026-08-08,Cobertura de robo,Toyota Corolla,2010,21956,500,Vencido,1,0
P000004471,2021-07-04,2022-07-04,Cobertura de colisión,Ford Focus,2016,19256,600,Vencido,0,0
P000004472,2025-10-18,2026-10-18,Cobertura amplia,Toyota Corolla,2015,28512,600,Al día,0,0
P000004473,2025-12-27,2026-12-27,Cobertura amplia,Subaru Impreza,2017,16926,600,Al día,1,0
P000004474,2023-07-17,2024-07-16,Responsabilidad civil,Kia Forte,2019,49960,600,Al día,0,1
P000004475,2025-06-16,2026-06-16,Cobertura de robo,Chevrolet Cruze,2018,29666,600,Vencido,1,1
P000004476,2023-05-13,2024-05-12,Responsabilidad civil,Toyota Corolla,2015,42857,700,Al día,0,1
P000004477,2022-10-24,2023-10-24,Cobertura de robo,Ford Focus,2012,26857,600,Vencido,0,0
P000004478,2020-07-14,2021-07-14,Cobertura de colisión,Chevrolet Cruze,2022,12976,700,Al día,0,0
P000004479,2024-06-19,2025-06-19,Cobertura amplia,Honda Civic,2022,26851,700,Vencido,1,1
P000004480,2021-02-09,2022-02-09,Cobertura de colisión,Volkswagen Jetta,2011,14934,600,Al día,0,1
P000004481,2021-10-31,2022-10-31,Responsabilidad civil,Mazda 3,2022,10502,500,Al día,0,1
P000004482,2020-09-02,2021-09-02,Cobertura amplia,Hyundai Elantra,2018,10782,500,Vencido,0,1
P000004483,2022-06-01,2023-06-01,Cobertura total,Ford Focus,2013,34855,600,Vencido,1,0
P000004484,2022-11-07,2023-11-07,Responsabilidad civil,Subaru Impreza,2012,49836,700,Vencido,1,1
P000004485,2025-05-05,2026-05-05,Cobertura amplia,Volkswagen Jetta,2020,20076,500,Al día,1,0
P000004486,2021-01-29,2022-01-29,Responsabilidad civil,Honda Civic,2010,43744,700,Vencido,1,1
P000004487,2025-01-16,2026-01-16,Cobertura total,Honda Civic,2013,28115,500,Al día,0,0
P000004488,2023-10-02,2024-10-01,Cobertura total,Honda Civic,2019,32141,600,Al día,1,1
P000004489,2022-11-30,2023-11-30,Cobertura de colisión,Nissan Sentra,2014,13737,600,Al día,1,1
P000004490,2024-01-18,2025-01-17,Cobertura total,Honda Civic,2014,47078,500,Vencido,1,1
P000004491,2024-01-15,2025-01-14,Cobertura de robo,Honda Civic,2015,47843,500,Al día,1,0
P000004492,2022-11-21,2023-11-21,Cobertura amplia,Hyundai Elantra,2010,13969,600,Al día,0,1
P000004493,2023-11-10,2024-11-09,Cobertura de robo,Chevrolet Cruze,2016,22631,700,Vencido,0,0
P000004494,2020-03-22,2021-03-22,Cobertura de robo,Nissan Sentra,2013,29374,500,Vencido,1,0
P000004495,2024-08-13,2025-08-13,Cobertura de robo,Kia Forte,2022,31628,600,Vencido,0,1
P000004496,2021-05-11,2022-05-11,Cobertura amplia,Volkswagen Jetta,2017,17324,700,Al día,1,0
P000004497,2023-12-09,2024-12-08,Cobertura total,Honda Civic,2022,35095,600,Al día,0,1
P000004498,2022-03-25,2023-03-25,Cobertura de robo,Ford Focus,2020,27952,600,Al día,0,0
P000004499,2021-12-15,2022-12-15,Cobertura amplia,Toyota Corolla,2014,38648,500,Vencido,0,1
P000004500,2023-03-11,2024-03-10,Cobertura de colisión,Honda Civic,2017,41277,500,Al día,0,0
P000004501,2023-12-25,2024-12-24,Cobertura amplia,Hyundai Elantra,2012,41324,500,Vencido,1,1
P000004502,2023-08-24,2024-08-23,Responsabilidad civil,Honda Civic,2016,25031,700,Vencido,1,0
P000004503,2025-09-21,2026-09-21,Cobertura total,Mazda 3,2018,28015,700,Vencido,0,1
P000004504,2025-06-19,2026-06-19,Cobertura total,Hyundai Elantra,2019,42349,700,Vencido,0,1
P000004505,2025-01-04,2026-01-04,Cobertura de robo,Toyota Corolla,2017,47040,600,Vencido,1,0
P000004506,2020-11-17,2021-11-17,Cobertura total,Ford Focus,2013,31371,600,Al día,0,1
P000004507,2024-04-09,2025-04-09,Cobertura amplia,Kia Forte,2014,24045,500,Al día,1,0
P000004508,2023-03-19,2024-03-18,Responsabilidad civil,Kia Forte,2016,29752,700,Al día,1,1
P000004509,2025-03-14,2026-03-14,Cobertura de robo,Subaru Impreza,2016,31756,500,Al día,0,0
P000004510,2021-08-16,2022-08-16,Cobertura de robo,Nissan Sentra,2019,43736,500,Vencido,0,1
P000004511,2021-11-17,2022-11-17,Cobertura de robo,Toyota Corolla,2013,34782,700,Al día,1,0
P000004512,2023-10-13,2024-10-12,Responsabilidad civil,Ford Focus,2021,42889,700,Vencido,1,0
P000004513,2024-09-23,2025-09-23,Responsabilidad civil,Ford Focus,2019,35094,600,Al día,1,1
P000004514,2024-07-15,2025-07-15,Cobertura de robo,Toyota Corolla,2014,31483,500,Vencido,1,0
P000004515,2020-10-19,2021-10-19,Cobertura de colisión,Toyota Corolla,2011,24942,700,Vencido,1,0
P000004516,2020-11-20,2021-11-20,Cobertura de colisión,Honda Civic,2021,45882,700,Vencido,0,1
P000004517,2021-10-25,2022-10-25,Responsabilidad civil,Toyota Corolla,2015,48354,700,Al día,1,1
P000004518,2023-11-08,2024-11-07,Cobertura de colisión,Volkswagen Jetta,2019,28342,700,Vencido,1,0
P000004519,2022-07-23,2023-07-23,Cobertura de robo,Kia Forte,2017,22921,700,Al día,1,1
P000004520,2023-07-08,2024-07-07,Cobertura amplia,Volkswagen Jetta,2020,11915,700,Vencido,0,0
P000004521,2023-07-21,2024-07-20,Cobertura de colisión,Volkswagen Jetta,2017,20558,700,Vencido,1,0
P000004522,2023-04-08,2024-04-07,Responsabilidad civil,Toyota Corolla,2020,41932,500,Al día,0,1
P000004523,2022-12-31,2023-12-31,Cobertura total,Ford Focus,2015,19918,600,Vencido,1,1
P000004524,2024-06-07,2025-06-07,Cobertura de robo,Mazda 3,2015,40997,600,Vencido,0,1
P000004525,2023-01-16,2024-01-16,Responsabilidad civil,Hyundai Elantra,2020,25579,500,Al día,1,1
P000004526,2024-12-27,2025-12-27,Cobertura de colisión,Toyota Corolla,2012,23430,600,Vencido,1,0
P000004527,2024-01-27,2025-01-26,Cobertura de robo,Subaru Impreza,2013,26564,700,Al día,0,1
P000004528,2025-11-03,2026-11-03,Cobertura amplia,Honda Civic,2017,22067,500,Vencido,1,1
P000004529,2025-01-18,2026-01-18,Cobertura de robo,Honda Civic,2015,38469,500,Vencido,0,1
P000004530,2024-08-22,2025-08-22,Cobertura de colisión,Hyundai Elantra,2018,30283,600,Vencido,1,0
P000004531,2021-11-16,2022-11-16,Cobertura amplia,Chevrolet Cruze,2015,14629,500,Al día,0,1
P000004532,2022-01-23,2023-01-23,Cobertura de robo,Honda Civic,2013,21134,500,Vencido,1,1
P000004533,2020-04-04,2021-04-04,Cobertura de robo,Honda Civic,2016,26740,700,Al día,0,0
P000004534,2021-05-27,2022-05-27,Cobertura de robo,Toyota Corolla,2011,25580,500,Vencido,0,0
P000004535,2022-08-19,2023-08-19,Cobertura total,Chevrolet Cruze,2016,48818,500,Vencido,1,0
P000004536,2022-10-27,2023-10-27,Cobertura de colisión,Kia Forte,2017,30772,600,Al día,1,1
P000004537,2020-11-23,2021-11-23,Cobertura total,Ford Focus,2017,25268,500,Vencido,1,0
P000004538,2022-05-12,2023-05-12,Cobertura total,Chevrolet Cruze,2019,19028,500,Al día,0,0
P000004539,2021-11-14,2022-11-14,Cobertura de colisión,Kia Forte,2017,19718,600,Vencido,0,0
P000004540,2024-06-14,2025-06-14,Cobertura total,Honda Civic,2017,37001,700,Vencido,0,0
P000004541,2021-02-25,2022-02-25,Cobertura de colisión,Hyundai Elantra,2022,17639,700,Al día,1,0
P000004542,2021-01-26,2022-01-26,Cobertura total,Ford Focus,2018,38252,600,Al día,1,1
P000004543,2020-09-18,2021-09-18,Cobertura de colisión,Toyota Corolla,2014,31947,700,Vencido,1,1
P000004544,2025-04-22,2026-04-22,Cobertura de robo,Subaru Impreza,2012,40115,600,Al día,1,0
P000004545,2020-08-08,2021-08-08,Cobertura total,Subaru Impreza,2013,43733,700,Al día,1,1
P000004546,2020-04-17,2021-04-17,Cobertura de colisión,Nissan Sentra,2022,41603,700,Al día,0,1
P000004547,2024-06-14,2025-06-14,Cobertura total,Honda Civic,2020,20442,700,Vencido,1,1
P000004548,2025-11-16,2026-11-16,Cobertura de colisión,Subaru Impreza,2011,21272,700,Al día,1,1
P000004549,2020-12-06,2021-12-06,Cobertura total,Mazda 3,2014,43808,600,Vencido,1,0
P000004550,2021-03-01,2022-03-01,Cobertura de colisión,Volkswagen Jetta,2010,40281,700,Al día,0,1
P000004551,2022-12-11,2023-12-11,Responsabilidad civil,Subaru Impreza,2010,17770,500,Al día,1,1
P000004552,2021-09-28,2022-09-28,Responsabilidad civil,Honda Civic,2011,31130,700,Al día,0,1
P000004553,2020-12-11,2021-12-11,Cobertura de colisión,Nissan Sentra,2014,39761,600,Al día,1,1
P000004554,2024-05-15,2025-05-15,Cobertura de colisión,Honda Civic,2017,48805,700,Al día,1,0
P000004555,2023-06-21,2024-06-20,Responsabilidad civil,Ford Focus,2020,28199,700,Al día,1,0
P000004556,2022-07-28,2023-07-28,Cobertura amplia,Volkswagen Jetta,2016,11119,700,Vencido,0,0
P000004557,2022-10-10,2023-10-10,Cobertura amplia,Toyota Corolla,2018,38400,700,Vencido,1,1
P000004558,2023-03-09,2024-03-08,Cobertura de colisión,Toyota Corolla,2010,19371,600,Al día,1,0
P000004559,2024-12-20,2025-12-20,Cobertura amplia,Volkswagen Jetta,2021,15013,600,Vencido,1,0
P000004560,2021-06-01,2022-06-01,Responsabilidad civil,Ford Focus,2020,31304,600,Vencido,0,1
P000004561,2021-06-21,2022-06-21,Cobertura amplia,Toyota Corolla,2014,28873,500,Vencido,0,0
P000004562,2025-11-27,2026-11-27,Cobertura amplia,Chevrolet Cruze,2013,17706,500,Al día,0,0
P000004563,2021-11-29,2022-11-29,Cobertura amplia,Toyota Corolla,2011,29950,600,Al día,1,0
P000004564,2020-04-27,2021-04-27,Cobertura de colisión,Kia Forte,2020,49103,700,Al día,0,0
P000004565,2020-05-23,2021-05-23,Cobertura amplia,Volkswagen Jetta,2017,44708,500,Vencido,0,0
P000004566,2024-01-01,2024-12-31,Cobertura total,Hyundai Elantra,2017,42601,700,Al día,0,0
P000004567,2023-08-25,2024-08-24,Cobertura amplia,Kia Forte,2020,23457,700,Vencido,0,1
P000004568,2025-05-04,2026-05-04,Cobertura de colisión,Honda Civic,2015,29968,600,Al día,1,1
P000004569,2025-03-28,2026-03-28,Cobertura total,Kia Forte,2013,11205,700,Vencido,0,0
P000004570,2023-01-20,2024-01-20,Cobertura total,Toyota Corolla,2016,37341,500,Vencido,0,1
P000004571,2024-12-27,2025-12-27,Cobertura de robo,Mazda 3,2020,39761,500,Al día,0,0
P000004572,2021-07-07,2022-07-07,Cobertura amplia,Chevrolet Cruze,2013,26736,700,Vencido,0,0
P000004573,2021-12-26,2022-12-26,Cobertura amplia,Ford Focus,2020,49248,500,Vencido,0,1
P000004574,2025-02-13,2026-02-13,Cobertura amplia,Toyota Corolla,2022,48942,600,Al día,1,1
P000004575,2024-11-16,2025-11-16,Cobertura de colisión,Toyota Corolla,2022,15253,700,Vencido,0,1
P000004576,2025-11-14,2026-11-14,Responsabilidad civil,Ford Focus,2014,10862,500,Al día,1,1
P000004577,2025-12-26,2026-12-26,Cobertura de robo,Toyota Corolla,2013,21416,600,Vencido,1,0
P000004578,2023-06-22,2024-06-21,Cobertura de robo,Ford Focus,2020,29257,500,Al día,0,1
P000004579,2023-11-23,2024-11-22,Cobertura de robo,Chevrolet Cruze,2019,44154,500,Al día,1,0
P000004580,2025-05-26,2026-05-26,Cobertura amplia,Chevrolet Cruze,2021,39589,600,Al día,1,0
P000004581,2022-07-19,2023-07-19,Cobertura de colisión,Hyundai Elantra,2014,28299,700,Al día,0,0
P000004582,2021-01-01,2022-01-01,Cobertura total,Toyota Corolla,2013,47875,500,Al día,0,0
P000004583,2024-12-14,2025-12-14,Cobertura de robo,Toyota Corolla,2018,41880,700,Al día,0,1
P000004584,2023-06-15,2024-06-14,Cobertura amplia,Kia Forte,2015,47985,500,Al día,0,1
P000004585,2024-02-07,2025-02-06,Cobertura total,Honda Civic,2018,39555,500,Al día,0,1
P000004586,2024-08-15,2025-08-15,Cobertura de robo,Toyota Corolla,2015,47167,500,Al día,0,1
P000004587,2022-11-30,2023-11-30,Responsabilidad civil,Toyota Corolla,2020,24024,600,Al día,1,0
P000004588,2021-09-29,2022-09-29,Responsabilidad civil,Ford Focus,2013,16598,700,Vencido,1,1
P000004589,2023-05-28,2024-05-27,Responsabilidad civil,Honda Civic,2015,35332,500,Al día,1,0
P000004590,2020-02-13,2021-02-12,Cobertura de colisión,Hyundai Elantra,2017,47308,500,Vencido,0,0
P000004591,2020-01-01,2020-12-31,Cobertura total,Hyundai Elantra,2021,41641,700,Vencido,0,0
P000004592,2025-11-13,2026-11-13,Cobertura total,Hyundai Elantra,2015,13051,600,Al día,1,0
P000004593,2021-07-12,2022-07-12,Responsabilidad civil,Honda Civic,2018,11060,600,Al día,1,1
P000004594,2023-11-09,2024-11-08,Cobertura total,Hyundai Elantra,2017,38793,600,Al día,0,0
P000004595,2023-03-20,2024-03-19,Cobertura de robo,Nissan Sentra,2018,43159,500,Vencido,1,1
P000004596,2025-04-05,2026-04-05,Responsabilidad civil,Volkswagen Jetta,2012,11963,700,Al día,1,1
P000004597,2025-12-31,2026-12-31,Responsabilidad civil,Ford Focus,2022,20823,600,Al día,0,0
P000004598,2020-02-04,2021-02-03,Responsabilidad civil,Toyota Corolla,2012,31024,700,Al día,1,0
P000004599,2025-07-07,2026-07-07,Cobertura de robo,Hyundai Elantra,2020,32176,700,Al día,0,1
P000004600,2025-05-08,2026-05-08,Cobertura de robo,Volkswagen Jetta,2016,39163,500,Al día,1,1
P000004601,2023-05-12,2024-05-11,Cobertura total,Subaru Impreza,2021,38238,500,Vencido,0,0
P000004602,2020-02-07,2021-02-06,Cobertura de robo,Volkswagen Jetta,2020,48162,500,Vencido,0,1
P000004603,2024-10-29,2025-10-29,Cobertura de colisión,Nissan Sentra,2012,34707,700,Vencido,0,0
P000004604,2023-04-14,2024-04-13,Responsabilidad civil,Chevrolet Cruze,2013,22855,700,Al día,0,0
P000004605,2022-08-05,2023-08-05,Cobertura amplia,Toyota Corolla,2020,35107,500,Al día,1,1
P000004606,2020-01-30,2021-01-29,Cobertura de colisión,Chevrolet Cruze,2014,46887,600,Vencido,1,0
P000004607,2024-03-10,2025-03-10,Cobertura de colisión,Hyundai Elantra,2014,10964,700,Vencido,0,1
P000004608,2022-02-11,2023-02-11,Responsabilidad civil,Volkswagen Jetta,2015,33970,500,Vencido,0,1
P000004609,2024-08-13,2025-08-13,Responsabilidad civil,Nissan Sentra,2017,11599,500,Al día,0,1
P000004610,2024-11-25,2025-11-25,Cobertura amplia,Hyundai Elantra,2020,27391,500,Vencido,1,0
P000004611,2024-06-04,2025-06-04,Cobertura amplia,Mazda 3,2012,42470,500,Al día,1,0
P000004612,2022-10-20,2023-10-20,Cobertura de colisión,Honda Civic,2020,31355,500,Al día,0,0
P000004613,2021-10-30,2022-10-30,Cobertura amplia,Nissan Sentra,2015,13172,500,Al día,1,1
P000004614,2024-05-15,2025-05-15,Cobertura amplia,Toyota Corolla,2012,22056,700,Al día,1,0
P000004615,2024-03-29,2025-03-29,Responsabilidad civil,Chevrolet Cruze,2012,16044,500,Vencido,1,0
P000004616,2022-06-22,2023-06-22,Cobertura total,Ford Focus,2019,20946,500,Vencido,0,1
P000004617,2022-12-13,2023-12-13,Cobertura de robo,Toyota Corolla,2016,26602,600,Al día,1,1
P000004618,2020-11-20,2021-11-20,Cobertura de robo,Chevrolet Cruze,2021,17416,500,Al día,0,1
P000004619,2024-09-25,2025-09-25,Cobertura de robo,Mazda 3,2012,24964,600,Al día,1,1
P000004620,2022-09-08,2023-09-08,Cobertura de robo,Volkswagen Jetta,2010,26130,700,Vencido,0,1
P000004621,2025-10-17,2026-10-17,Cobertura amplia,Nissan Sentra,2010,24769,700,Vencido,0,1
P000004622,2023-01-18,2024-01-18,Cobertura amplia,Kia Forte,2022,17804,600,Vencido,0,1
P000004623,2023-03-12,2024-03-11,Cobertura de robo,Nissan Sentra,2020,38353,600,Al día,1,1
P000004624,2025-12-18,2026-12-18,Cobertura de robo,Nissan Sentra,2015,31261,700,Al día,1,1
P000004625,2023-01-06,2024-01-06,Cobertura total,Chevrolet Cruze,2015,38565,600,Al día,0,0
P000004626,2024-08-18,2025-08-18,Cobertura de robo,Honda Civic,2012,44091,500,Vencido,0,0
P000004627,2022-02-09,2023-02-09,Cobertura de robo,Subaru Impreza,2012,48921,500,Vencido,1,1
P000004628,2020-10-07,2021-10-07,Cobertura total,Hyundai Elantra,2019,47973,700,Vencido,0,0
P000004629,2022-01-17,2023-01-17,Cobertura de colisión,Ford Focus,2012,47996,500,Vencido,0,1
P000004630,2021-07-13,2022-07-13,Cobertura total,Chevrolet Cruze,2019,39067,700,Al día,1,0
P000004631,2023-04-01,2024-03-31,Cobertura de robo,Kia Forte,2017,13338,600,Al día,1,1
P000004632,2021-03-28,2022-03-28,Cobertura total,Kia Forte,2013,27873,500,Vencido,0,0
P000004633,2025-02-08,2026-02-08,Cobertura amplia,Honda Civic,2020,46438,500,Vencido,0,1
P000004634,2025-01-28,2026-01-28,Cobertura amplia,Mazda 3,2010,17063,600,Vencido,0,0
P000004635,2023-01-19,2024-01-19,Cobertura total,Hyundai Elantra,2018,36601,600,Vencido,0,0
P000004636,2025-07-08,2026-07-08,Cobertura de colisión,Subaru Impreza,2013,13187,700,Vencido,0,0
P000004637,2022-02-08,2023-02-08,Cobertura de colisión,Honda Civic,2019,17615,500,Al día,1,1
P000004638,2023-08-06,2024-08-05,Cobertura de robo,Chevrolet Cruze,2015,27147,600,Al día,1,0
P000004639,2020-03-20,2021-03-20,Cobertura de colisión,Kia Forte,2011,10386,500,Vencido,0,1
P000004640,2021-09-15,2022-09-15,Cobertura de robo,Mazda 3,2011,14977,700,Vencido,0,1
P000004641,2020-07-22,2021-07-22,Cobertura de colisión,Hyundai Elantra,2012,49678,700,Al día,0,1
P000004642,2025-12-31,2026-12-31,Cobertura de colisión,Kia Forte,2022,37167,500,Al día,1,0
P000004643,2020-03-31,2021-03-31,Cobertura amplia,Volkswagen Jetta,2016,48848,600,Vencido,1,0
P000004644,2022-01-31,2023-01-31,Cobertura de colisión,Nissan Sentra,2022,49463,600,Al día,1,1
P000004645,2021-02-22,2022-02-22,Cobertura de colisión,Toyota Corolla,2018,39417,600,Al día,1,0
P000004646,2023-03-01,2024-02-29,Cobertura de robo,Kia Forte,2020,27835,700,Al día,1,0
P000004647,2023-01-07,2024-01-07,Cobertura de colisión,Volkswagen Jetta,2016,22453,600,Al día,1,1
P000004648,2021-05-27,2022-05-27,Cobertura de colisión,Hyundai Elantra,2016,36638,500,Vencido,0,1
P000004649,2024-11-30,2025-11-30,Cobertura amplia,Ford Focus,2014,29406,600,Al día,1,1
P000004650,2020-02-03,2021-02-02,Cobertura total,Honda Civic,2015,47460,500,Al día,0,1
P000004651,2022-08-11,2023-08-11,Responsabilidad civil,Kia Forte,2020,29979,500,Vencido,0,0
P000004652,2021-01-04,2022-01-04,Cobertura de robo,Honda Civic,2018,14422,700,Vencido,0,1
P000004653,2021-09-09,2022-09-09,Responsabilidad civil,Ford Focus,2013,36693,500,Vencido,1,0
P000004654,2020-03-01,2021-03-01,Cobertura de colisión,Honda Civic,2010,33331,700,Al día,1,0
P000004655,2025-07-14,2026-07-14,Responsabilidad civil,Toyota Corolla,2015,34269,500,Vencido,1,0
P000004656,2022-06-08,2023-06-08,Cobertura amplia,Subaru Impreza,2010,16968,500,Vencido,0,0
P000004657,2023-11-01,2024-10-31,Cobertura amplia,Toyota Corolla,2017,14527,500,Vencido,1,0
P000004658,2024-09-17,2025-09-17,Cobertura de robo,Chevrolet Cruze,2020,39332,500,Al día,0,0
P000004659,2023-06-30,2024-06-29,Cobertura de robo,Ford Focus,2011,19622,500,Vencido,0,0
P000004660,2025-08-03,2026-08-03,Cobertura total,Toyota Corolla,2018,13628,600,Vencido,0,0
P000004661,2024-03-01,2025-03-01,Cobertura de robo,Subaru Impreza,2011,31828,700,Vencido,1,1
P000004662,2025-03-14,2026-03-14,Responsabilidad civil,Kia Forte,2010,33166,700,Al día,0,1
P000004663,2020-05-09,2021-05-09,Cobertura de colisión,Subaru Impreza,2015,17291,600,Vencido,1,1
P000004664,2023-09-14,2024-09-13,Cobertura total,Toyota Corolla,2017,48230,500,Al día,0,0
P000004665,2020-11-24,2021-11-24,Cobertura de colisión,Hyundai Elantra,2012,11543,600,Al día,0,1
P000004666,2021-08-21,2022-08-21,Responsabilidad civil,Volkswagen Jetta,2022,18181,700,Al día,0,0
P000004667,2020-08-17,2021-08-17,Cobertura amplia,Chevrolet Cruze,2019,26953,500,Vencido,0,1
P000004668,2022-12-27,2023-12-27,Responsabilidad civil,Volkswagen Jetta,2012,33389,500,Vencido,1,1
P000004669,2024-05-26,2025-05-26,Cobertura de colisión,Toyota Corolla,2013,10369,600,Vencido,1,1
P000004670,2020-10-19,2021-10-19,Cobertura de colisión,Toyota Corolla,2022,10526,600,Vencido,1,1
P000004671,2025-04-09,2026-04-09,Cobertura amplia,Mazda 3,2013,13957,700,Vencido,1,0
P000004672,2022-01-13,2023-01-13,Cobertura amplia,Toyota Corolla,2018,17109,500,Vencido,0,1
P000004673,2022-02-26,2023-02-26,Cobertura amplia,Mazda 3,2013,39216,700,Vencido,1,1
P000004674,2022-10-21,2023-10-21,Cobertura de colisión,Honda Civic,2013,49730,600,Vencido,0,1
P000004675,2024-04-11,2025-04-11,Cobertura total,Mazda 3,2012,24898,500,Al día,0,1
P000004676,2020-02-21,2021-02-20,Responsabilidad civil,Kia Forte,2012,31071,600,Vencido,0,1
P000004677,2021-05-14,2022-05-14,Cobertura amplia,Toyota Corolla,2017,35980,700,Al día,0,1
P000004678,2022-10-16,2023-10-16,Cobertura de colisión,Toyota Corolla,2011,17145,700,Vencido,0,0
P000004679,2024-04-25,2025-04-25,Cobertura amplia,Honda Civic,2022,38123,600,Vencido,0,1
